Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
R15,2019,47913,4,Kritis,Perlu Penggantian,5706,8,11978,4,repair
MIO-M3 125,2018,45843,5,Baik,Perlu Penggantian,374,3,9168,1,repair
ALL-NEW-AEROX,2020,25748,3,Kritis,Perlu Penggantian,4818,6,8582,2,repair
ALL-NEW-NMAX,2023,329,0,Perlu Ganti,Baik,100,5,329,0,rutin
ALL-NEW-NMAX,2021,12221,2,Kritis,Baik,4371,10,6110,1,repair
LEXI,2018,28710,5,Kritis,Perlu Penggantian,1714,11,5742,0,rutin
ALL-NEW-NMAX,2020,16300,3,Perlu Ganti,Perlu Penyetelan,2274,3,5433,0,rutin
MIO,2018,54614,5,Kritis,Perlu Penggantian,6806,12,10922,3,repair
FILANO-NEO,2018,45561,5,Kritis,Perlu Penggantian,3344,7,9112,3,repair
XSR 155,2023,0,0,Perlu Ganti,Baik,0,5,0,1,repair
X-MAX-CONNEC,2019,43236,4,Perlu Ganti,Perlu Penggantian,1047,6,10809,0,rutin
NMAX-NEO-S,2020,23445,3,Kritis,Perlu Penyetelan,107,9,7815,1,repair
FILANO-NEO,2022,8235,1,Baik,Baik,969,2,8235,0,rutin
ALL-NEW-AEROX,2022,7211,1,Perlu Ganti,Baik,2311,3,7211,0,rutin
X-MAX-CONNEC,2021,21593,2,Kritis,Perlu Penyetelan,1767,11,10796,3,repair
ALL-NEW-NMAX,2023,32,0,Baik,Baik,20,2,32,0,rutin
ALL-NEW-AEROX,2023,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
MIO,2023,0,0,Perlu Ganti,Baik,0,5,0,1,rutin
ALL-NEW-AEROX,2023,71,0,Baik,Baik,34,3,71,0,rutin
MIO-M3 125,2022,5554,1,Perlu Ganti,Baik,1483,6,5554,0,rutin
ALL-NEW-NMAX,2018,44865,5,Perlu Ganti,Perlu Penggantian,2980,6,8973,1,repair
FAZZIO-NEO-HY,2023,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
MIO,2019,26886,4,Baik,Perlu Penggantian,269,2,6721,0,rutin
NMAX-NEO-S,2022,7027,1,Baik,Baik,1011,1,7027,0,rutin
FAZZIO-NEO-HY,2021,15812,2,Kritis,Perlu Penyetelan,786,11,7906,2,repair
ALL-NEW-AEROX,2019,37692,4,Baik,Perlu Penggantian,751,1,9423,1,repair
ALL-NEW-NMAX,2020,28028,3,Perlu Ganti,Perlu Penggantian,2862,4,9342,2,repair
MIO,2021,24460,2,Perlu Ganti,Perlu Penyetelan,2458,6,12230,1,repair
FREE-GO-S,2020,16580,3,Kritis,Perlu Penyetelan,7609,12,5526,2,repair
MIO-M3 125,2019,40428,4,Kritis,Perlu Penggantian,3656,12,10107,3,repair
ALL-NEW-AEROX,2021,22437,2,Kritis,Perlu Penyetelan,7305,10,11218,2,repair
MT-15,2020,25886,3,Perlu Ganti,Perlu Penggantian,1250,5,8628,2,repair
NMAX-NEO-S,2023,328,0,Kritis,Baik,39,11,328,2,repair
XSR 155,2019,53560,4,Kritis,Perlu Penggantian,4717,9,13390,3,repair
MIO-M3 125,2022,4676,1,Perlu Ganti,Baik,2949,3,4676,0,rutin
X-MAX-CONNEC,2022,15217,1,Kritis,Perlu Penyetelan,7263,9,15217,2,repair
R15,2019,27967,4,Kritis,Perlu Penggantian,5575,9,6991,1,rutin
FAZZIO-NEO-HY,2023,0,0,Baik,Baik,0,1,0,0,rutin
FAZZIO-NEO-HY,2021,12068,2,Perlu Ganti,Baik,207,5,6034,0,rutin
FREE-GO-S,2020,15616,3,Baik,Perlu Penyetelan,819,1,5205,1,rutin
ALL-NEW-AEROX,2021,26018,2,Kritis,Perlu Penggantian,824,9,13009,2,repair
NMAX-NEO-S,2021,22944,2,Perlu Ganti,Perlu Penyetelan,2537,3,11472,1,rutin
XSR 155,2023,65,0,Baik,Baik,60,3,65,0,rutin
LEXI,2022,9972,1,Kritis,Baik,3583,6,9972,2,repair
ALL-NEW-AEROX,2023,221,0,Baik,Baik,178,2,221,0,rutin
LEXI,2018,38648,5,Perlu Ganti,Perlu Penggantian,1227,7,7729,3,repair
LEXI,2018,48189,5,Baik,Perlu Penggantian,1261,4,9637,1,repair
MIO-M3 125,2018,53728,5,Kritis,Perlu Penggantian,8875,11,10745,4,repair
MIO,2022,6038,1,Baik,Baik,142,1,6038,0,rutin
ALL-NEW-AEROX,2020,35512,3,Kritis,Perlu Penggantian,1243,9,11837,4,repair
XSR 155,2020,19625,3,Kritis,Perlu Penyetelan,3227,7,6541,1,repair
LEXI,2020,18520,3,Baik,Perlu Penyetelan,890,3,6173,0,rutin
FAZZIO-NEO-HY,2021,11699,2,Kritis,Baik,3123,5,5849,2,repair
FREE-GO-S,2023,147,0,Perlu Ganti,Baik,4,7,147,1,repair
MIO,2018,39611,5,Perlu Ganti,Perlu Penggantian,1406,6,7922,0,rutin
FILANO-NEO,2022,5764,1,Perlu Ganti,Baik,1916,2,5764,0,rutin
NMAX-NEO-S,2022,11149,1,Kritis,Baik,1118,10,11149,0,rutin
R15,2022,14227,1,Kritis,Baik,3046,6,14227,0,rutin
FREE-GO-S,2022,9870,1,Kritis,Baik,1299,10,9870,1,rutin
MIO,2023,0,0,Kritis,Baik,0,9,0,2,repair
XSR 155,2022,8415,1,Kritis,Baik,5813,9,8415,2,repair
XSR 155,2022,6138,1,Perlu Ganti,Baik,2407,6,6138,1,repair
ALL-NEW-NMAX,2021,20898,2,Kritis,Perlu Penyetelan,8994,11,10449,2,repair
MIO,2023,224,0,Kritis,Baik,188,9,224,2,repair
MIO,2022,11503,1,Kritis,Baik,4861,8,11503,1,repair
FREE-GO-S,2022,5999,1,Kritis,Baik,3591,6,5999,0,rutin
ALL-NEW-NMAX,2023,0,0,Perlu Ganti,Baik,0,5,0,1,rutin
XSR 155,2018,48265,5,Perlu Ganti,Perlu Penggantian,1501,7,9653,1,rutin
R15,2021,13157,2,Kritis,Baik,4798,7,6578,1,rutin
FREE-GO-S,2023,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
NMAX-NEO-S,2023,91,0,Baik,Baik,23,3,91,0,rutin
MIO,2020,25859,3,Kritis,Perlu Penggantian,1014,11,8619,2,repair
MIO-M3 125,2020,16568,3,Baik,Perlu Penyetelan,854,3,5522,0,rutin
NMAX-NEO-S,2021,29379,2,Kritis,Perlu Penggantian,3510,7,14689,3,repair
X-MAX-CONNEC,2020,47979,3,Kritis,Perlu Penggantian,3686,5,15993,3,repair
FREE-GO-S,2020,22306,3,Baik,Perlu Penyetelan,1156,2,7435,1,repair
NMAX-NEO-S,2023,0,0,Kritis,Baik,0,11,0,2,repair
XSR 155,2023,185,0,Kritis,Baik,30,10,185,1,repair
FREE-GO-S,2021,18299,2,Kritis,Perlu Penyetelan,1510,8,9149,2,repair
XSR 155,2018,69836,5,Perlu Ganti,Perlu Penggantian,2527,4,13967,0,rutin
LEXI,2022,7571,1,Kritis,Baik,3338,9,7571,0,rutin
XSR 155,2022,6544,1,Kritis,Baik,1117,9,6544,2,repair
ALL-NEW-AEROX,2018,36349,5,Kritis,Perlu Penggantian,8570,10,7269,4,repair
XSR 155,2023,492,0,Baik,Baik,187,1,492,0,rutin
MIO,2018,54592,5,Baik,Perlu Penggantian,1118,2,10918,2,rutin
ALL-NEW-NMAX,2021,11453,2,Perlu Ganti,Baik,164,5,5726,0,rutin
ALL-NEW-AEROX,2020,44813,3,Baik,Perlu Penggantian,846,1,14937,1,rutin
FREE-GO-S,2020,30134,3,Kritis,Perlu Penggantian,188,8,10044,3,repair
NMAX-NEO-S,2022,8130,1,Kritis,Baik,1680,9,8130,2,repair
LEXI,2019,31628,4,Kritis,Perlu Penggantian,2445,9,7907,3,repair
NMAX-NEO-S,2020,36974,3,Kritis,Perlu Penggantian,4815,7,12324,2,repair
ALL-NEW-NMAX,2023,0,0,Kritis,Baik,0,10,0,0,rutin
MIO,2021,23689,2,Kritis,Perlu Penyetelan,2293,8,11844,3,repair
ALL-NEW-AEROX,2022,12333,1,Perlu Ganti,Baik,1014,6,12333,0,rutin
NMAX-NEO-S,2023,74,0,Kritis,Baik,29,9,74,1,rutin
ALL-NEW-NMAX,2021,15091,2,Kritis,Perlu Penyetelan,4855,8,7545,3,repair
MIO,2019,30738,4,Kritis,Perlu Penggantian,6402,8,7684,3,repair
MIO-M3 125,2023,252,0,Kritis,Baik,169,8,252,1,repair
NMAX-NEO-S,2022,13264,1,Baik,Baik,364,4,13264,0,rutin
LEXI,2021,10176,2,Baik,Baik,1020,2,5088,0,rutin
ALL-NEW-NMAX,2018,43567,5,Baik,Perlu Penggantian,549,2,8713,0,rutin
NMAX-NEO-S,2021,27932,2,Kritis,Perlu Penggantian,5128,7,13966,3,repair
X-MAX-CONNEC,2018,76367,5,Kritis,Perlu Penggantian,8589,10,15273,3,repair
FREE-GO-S,2021,11245,2,Baik,Baik,744,3,5622,0,rutin
VIXION,2020,20347,3,Perlu Ganti,Perlu Penyetelan,2723,4,6782,2,repair
NMAX-NEO-S,2023,282,0,Baik,Baik,197,2,282,0,rutin
LEXI,2019,43073,4,Kritis,Perlu Penggantian,6028,8,10768,2,repair
MIO,2020,28732,3,Perlu Ganti,Perlu Penggantian,1511,5,9577,2,repair
MT-15,2022,8294,1,Kritis,Baik,5169,12,8294,2,repair
ALL-NEW-AEROX,2018,37464,5,Perlu Ganti,Perlu Penggantian,1803,6,7492,0,rutin
X-MAX-CONNEC,2018,52706,5,Baik,Perlu Penggantian,570,1,10541,2,rutin
MT-15,2023,351,0,Kritis,Baik,78,11,351,2,rutin
ALL-NEW-AEROX,2018,43062,5,Kritis,Perlu Penggantian,4021,8,8612,1,rutin
LEXI,2022,10619,1,Kritis,Baik,4786,12,10619,1,repair
NMAX-NEO-S,2021,17886,2,Baik,Perlu Penyetelan,69,3,8943,0,rutin
MIO-M3 125,2023,176,0,Kritis,Baik,31,11,176,1,rutin
NMAX-NEO-S,2021,16324,2,Perlu Ganti,Perlu Penyetelan,2141,6,8162,0,rutin
MT-15,2019,43158,4,Kritis,Perlu Penggantian,5236,9,10789,3,repair
NMAX-NEO-S,2018,72467,5,Kritis,Perlu Penggantian,5683,11,14493,2,repair
NMAX-NEO-S,2019,57928,4,Kritis,Perlu Penggantian,1280,9,14482,3,repair
MIO-M3 125,2019,34496,4,Kritis,Perlu Penggantian,3224,8,8624,3,repair
FILANO-NEO,2019,32154,4,Kritis,Perlu Penggantian,5879,11,8038,3,repair
MT-15,2019,39043,4,Kritis,Perlu Penggantian,5983,7,9760,3,repair
LEXI,2023,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
NMAX-NEO-S,2021,21297,2,Kritis,Perlu Penyetelan,700,9,10648,0,rutin
FAZZIO-NEO-HY,2018,36560,5,Kritis,Perlu Penggantian,8670,10,7312,2,repair
FREE-GO-S,2020,21050,3,Baik,Perlu Penyetelan,111,2,7016,0,rutin
MT-15,2019,48430,4,Kritis,Perlu Penggantian,1537,8,12107,3,repair
NMAX-NEO-S,2022,11987,1,Kritis,Baik,5353,12,11987,0,rutin
FREE-GO-S,2018,46670,5,Kritis,Perlu Penggantian,4224,5,9334,3,repair
MIO,2020,35422,3,Baik,Perlu Penggantian,587,4,11807,2,repair
ALL-NEW-AEROX,2019,42222,4,Kritis,Perlu Penggantian,1776,11,10555,3,repair
FAZZIO-NEO-HY,2020,19484,3,Perlu Ganti,Perlu Penyetelan,1855,2,6494,1,rutin
R15,2023,267,0,Kritis,Baik,126,9,267,0,rutin
MIO,2019,50425,4,Baik,Perlu Penggantian,217,2,12606,0,rutin
MIO,2020,26193,3,Kritis,Perlu Penggantian,3225,3,8731,3,repair
ALL-NEW-AEROX,2019,29597,4,Kritis,Perlu Penggantian,4566,8,7399,1,rutin
X-MAX-CONNEC,2019,46352,4,Perlu Ganti,Perlu Penggantian,1888,2,11588,2,repair
MIO,2019,37544,4,Perlu Ganti,Perlu Penggantian,1568,6,9386,3,repair
ALL-NEW-AEROX,2019,54016,4,Perlu Ganti,Perlu Penggantian,421,5,13504,2,repair
LEXI,2019,33699,4,Kritis,Perlu Penggantian,4990,11,8424,2,repair
R15,2021,16937,2,Kritis,Perlu Penyetelan,1188,8,8468,1,repair
MIO,2021,21957,2,Kritis,Perlu Penyetelan,3536,10,10978,3,repair
X-MAX-CONNEC,2019,58159,4,Baik,Perlu Penggantian,112,1,14539,0,rutin
X-MAX-CONNEC,2020,44736,3,Kritis,Perlu Penggantian,3815,5,14912,3,rutin
MIO-M3 125,2020,16502,3,Kritis,Perlu Penyetelan,5936,9,5500,2,repair
X-MAX-CONNEC,2021,28237,2,Perlu Ganti,Perlu Penggantian,1807,5,14118,1,rutin
ALL-NEW-AEROX,2019,48813,4,Perlu Ganti,Perlu Penggantian,1947,7,12203,2,repair
ALL-NEW-AEROX,2022,10898,1,Kritis,Baik,1868,10,10898,1,repair
ALL-NEW-AEROX,2019,46045,4,Kritis,Perlu Penggantian,4850,7,11511,3,repair
FREE-GO-S,2019,32862,4,Perlu Ganti,Perlu Penggantian,1284,7,8215,2,repair
MIO,2023,0,0,Baik,Baik,0,2,0,0,rutin
ALL-NEW-AEROX,2022,12194,1,Baik,Baik,385,2,12194,0,rutin
ALL-NEW-AEROX,2020,44339,3,Kritis,Perlu Penggantian,643,9,14779,4,repair
LEXI,2023,0,0,Kritis,Baik,0,9,0,2,repair
XSR 155,2022,10989,1,Kritis,Baik,263,12,10989,0,rutin
FILANO-NEO,2022,7998,1,Kritis,Baik,5074,7,7998,1,repair
FAZZIO-NEO-HY,2018,25947,5,Baik,Perlu Penggantian,993,1,5189,2,repair
LEXI,2020,19884,3,Baik,Perlu Penyetelan,777,1,6628,0,rutin
ALL-NEW-AEROX,2019,57076,4,Perlu Ganti,Perlu Penggantian,2900,7,14269,1,repair
FAZZIO-NEO-HY,2023,500,0,Perlu Ganti,Baik,133,7,500,0,rutin
X-MAX-CONNEC,2021,27275,2,Kritis,Perlu Penggantian,2535,10,13637,3,repair
LEXI,2020,31440,3,Perlu Ganti,Perlu Penggantian,1142,7,10480,2,repair
FAZZIO-NEO-HY,2021,14777,2,Kritis,Baik,5733,11,7388,2,repair
MT-15,2020,30355,3,Perlu Ganti,Perlu Penggantian,2293,3,10118,2,repair
X-MAX-CONNEC,2022,8189,1,Kritis,Baik,3938,5,8189,1,repair
ALL-NEW-AEROX,2019,49739,4,Kritis,Perlu Penggantian,549,9,12434,3,repair
X-MAX-CONNEC,2021,19368,2,Kritis,Perlu Penyetelan,7590,12,9684,0,rutin
NMAX-NEO-S,2021,17738,2,Kritis,Perlu Penyetelan,3920,6,8869,2,repair
ALL-NEW-AEROX,2019,32586,4,Kritis,Perlu Penggantian,69,11,8146,3,repair
ALL-NEW-AEROX,2021,15925,2,Baik,Perlu Penyetelan,150,3,7962,0,rutin
NMAX-NEO-S,2021,18661,2,Kritis,Perlu Penyetelan,7383,12,9330,2,repair
MIO,2019,50377,4,Kritis,Perlu Penggantian,5709,9,12594,3,repair
ALL-NEW-AEROX,2023,0,0,Kritis,Baik,0,11,0,2,repair
NMAX-NEO-S,2019,37979,4,Baik,Perlu Penggantian,907,1,9494,1,rutin
ALL-NEW-AEROX,2021,25983,2,Kritis,Perlu Penggantian,7015,9,12991,3,repair
X-MAX-CONNEC,2022,10747,1,Kritis,Baik,4963,9,10747,2,repair
ALL-NEW-NMAX,2018,29486,5,Baik,Perlu Penggantian,635,1,5897,1,repair
MT-15,2022,9134,1,Kritis,Baik,3568,12,9134,1,rutin
ALL-NEW-NMAX,2021,11881,2,Kritis,Baik,4344,9,5940,1,repair
MIO,2023,0,0,Kritis,Baik,0,8,0,1,rutin
X-MAX-CONNEC,2022,9225,1,Kritis,Baik,5231,7,9225,1,repair
LEXI,2018,35785,5,Perlu Ganti,Perlu Penggantian,1720,7,7157,1,repair
MT-15,2020,42125,3,Kritis,Perlu Penggantian,1083,9,14041,3,repair
MIO,2022,5467,1,Kritis,Baik,4176,8,5467,0,rutin
LEXI,2020,18405,3,Kritis,Perlu Penyetelan,5144,12,6135,1,rutin
ALL-NEW-AEROX,2018,56744,5,Kritis,Perlu Penggantian,1080,8,11348,2,repair
ALL-NEW-AEROX,2021,24398,2,Kritis,Perlu Penyetelan,1848,10,12199,2,rutin
FILANO-NEO,2020,18987,3,Kritis,Perlu Penyetelan,7002,11,6329,1,repair
NMAX-NEO-S,2020,32105,3,Perlu Ganti,Perlu Penggantian,2590,7,10701,3,repair
LEXI,2019,40196,4,Perlu Ganti,Perlu Penggantian,467,5,10049,2,repair
FAZZIO-NEO-HY,2022,10674,1,Baik,Baik,835,1,10674,0,rutin
NMAX-NEO-S,2023,0,0,Kritis,Baik,0,11,0,1,repair
MIO,2019,49471,4,Kritis,Perlu Penggantian,1264,9,12367,3,repair
XSR 155,2020,34323,3,Kritis,Perlu Penggantian,3755,5,11441,3,repair
FAZZIO-NEO-HY,2018,32806,5,Baik,Perlu Penggantian,18,1,6561,2,repair
LEXI,2023,0,0,Baik,Baik,0,4,0,0,rutin
ALL-NEW-AEROX,2018,42690,5,Baik,Perlu Penggantian,823,1,8538,2,repair
FILANO-NEO,2022,8581,1,Kritis,Baik,5073,7,8581,0,rutin
NMAX-NEO-S,2023,158,0,Kritis,Baik,148,10,158,0,rutin
X-MAX-CONNEC,2018,73514,5,Baik,Perlu Penggantian,190,1,14702,1,repair
LEXI,2019,33858,4,Baik,Perlu Penggantian,1324,3,8464,1,repair
MIO,2023,438,0,Kritis,Baik,292,10,438,1,repair
ALL-NEW-NMAX,2020,14494,3,Kritis,Perlu Penyetelan,7540,10,4831,2,repair
X-MAX-CONNEC,2021,21224,2,Perlu Ganti,Perlu Penyetelan,2728,4,10612,0,rutin
ALL-NEW-AEROX,2022,12488,1,Kritis,Baik,2784,9,12488,1,rutin
FREE-GO-S,2023,489,0,Kritis,Baik,174,11,489,0,rutin
FAZZIO-NEO-HY,2023,1,0,Kritis,Baik,0,10,1,0,rutin
FREE-GO-S,2022,6692,1,Kritis,Baik,5970,11,6692,0,rutin
MIO-M3 125,2019,20845,4,Baik,Perlu Penggantian,1042,2,5211,1,repair
MIO,2019,43977,4,Kritis,Perlu Penggantian,6570,8,10994,3,repair
FREE-GO-S,2020,28457,3,Baik,Perlu Penggantian,689,1,9485,1,repair
MIO-M3 125,2019,27132,4,Kritis,Perlu Penggantian,5479,11,6783,2,repair
MIO,2020,35890,3,Kritis,Perlu Penggantian,2803,12,11963,3,repair
MT-15,2020,37184,3,Kritis,Perlu Penggantian,105,11,12394,3,repair
NMAX-NEO-S,2023,329,0,Kritis,Baik,170,11,329,1,rutin
NMAX-NEO-S,2023,304,0,Perlu Ganti,Baik,233,6,304,0,rutin
FAZZIO-NEO-HY,2018,35854,5,Kritis,Perlu Penggantian,6087,10,7170,3,repair
X-MAX-CONNEC,2018,80043,5,Kritis,Perlu Penggantian,6022,12,16008,2,repair
ALL-NEW-AEROX,2018,42855,5,Kritis,Perlu Penggantian,3075,10,8571,3,repair
ALL-NEW-NMAX,2020,16048,3,Kritis,Perlu Penyetelan,7627,11,5349,2,rutin
FAZZIO-NEO-HY,2023,116,0,Kritis,Baik,44,12,116,1,rutin
MIO,2019,42865,4,Baik,Perlu Penggantian,1354,4,10716,1,repair
R15,2020,23784,3,Baik,Perlu Penyetelan,187,2,7928,0,rutin
ALL-NEW-NMAX,2020,30370,3,Kritis,Perlu Penggantian,5818,10,10123,3,repair
XSR 155,2021,25836,2,Kritis,Perlu Penggantian,4563,8,12918,2,repair
ALL-NEW-AEROX,2019,33410,4,Kritis,Perlu Penggantian,6083,8,8352,3,repair
ALL-NEW-NMAX,2022,10607,1,Baik,Baik,1100,2,10607,0,rutin
MT-15,2023,9,0,Kritis,Baik,6,12,9,1,repair
NMAX-NEO-S,2022,12309,1,Baik,Baik,493,4,12309,0,rutin
MIO-M3 125,2022,7887,1,Kritis,Baik,3133,12,7887,0,rutin
ALL-NEW-NMAX,2022,4916,1,Kritis,Baik,1691,12,4916,1,rutin
MIO,2019,33842,4,Kritis,Perlu Penggantian,3840,4,8460,2,repair
ALL-NEW-NMAX,2021,20844,2,Baik,Perlu Penyetelan,162,1,10422,0,rutin
ALL-NEW-AEROX,2018,44870,5,Perlu Ganti,Perlu Penggantian,2675,6,8974,1,repair
ALL-NEW-AEROX,2018,50571,5,Kritis,Perlu Penggantian,7769,9,10114,0,rutin
XSR 155,2018,49012,5,Kritis,Perlu Penggantian,5328,8,9802,3,repair
NMAX-NEO-S,2020,43771,3,Kritis,Perlu Penggantian,5020,7,14590,3,repair
ALL-NEW-NMAX,2019,38356,4,Baik,Perlu Penggantian,1362,4,9589,2,repair
MIO-M3 125,2022,7423,1,Perlu Ganti,Baik,2105,5,7423,0,rutin
MIO-M3 125,2023,138,0,Perlu Ganti,Baik,92,7,138,0,rutin
XSR 155,2018,62526,5,Baik,Perlu Penggantian,865,3,12505,2,repair
X-MAX-CONNEC,2020,37657,3,Baik,Perlu Penggantian,91,2,12552,0,rutin
FREE-GO-S,2021,10907,2,Kritis,Baik,5846,11,5453,1,rutin
FAZZIO-NEO-HY,2020,24251,3,Baik,Perlu Penyetelan,1167,3,8083,0,rutin
NMAX-NEO-S,2019,53664,4,Baik,Perlu Penggantian,309,3,13416,0,rutin
ALL-NEW-AEROX,2018,65563,5,Kritis,Perlu Penggantian,884,8,13112,2,repair
X-MAX-CONNEC,2021,26803,2,Kritis,Perlu Penggantian,4357,7,13401,2,repair
NMAX-NEO-S,2020,40856,3,Kritis,Perlu Penggantian,1379,8,13618,3,repair
XSR 155,2018,65436,5,Kritis,Perlu Penggantian,4524,9,13087,3,repair
X-MAX-CONNEC,2022,9108,1,Kritis,Baik,4651,9,9108,2,repair
NMAX-NEO-S,2019,30083,4,Baik,Perlu Penggantian,1390,3,7520,3,repair
LEXI,2019,23234,4,Kritis,Perlu Penggantian,3617,9,5808,4,repair
MIO,2022,11139,1,Kritis,Baik,4510,8,11139,2,repair
LEXI,2021,10593,2,Kritis,Baik,2150,11,5296,2,repair
LEXI,2018,31861,5,Kritis,Perlu Penggantian,3539,4,6372,3,repair
R15,2019,46917,4,Kritis,Perlu Penggantian,2480,12,11729,4,repair
LEXI,2019,36139,4,Kritis,Perlu Penggantian,775,8,9034,2,repair
MIO,2020,25528,3,Kritis,Perlu Penggantian,5389,8,8509,3,repair
FREE-GO-S,2019,21142,4,Perlu Ganti,Perlu Penggantian,514,5,5285,2,repair
MIO-M3 125,2021,12703,2,Kritis,Baik,1670,10,6351,0,rutin
ALL-NEW-AEROX,2020,31101,3,Baik,Perlu Penggantian,504,1,10367,1,repair
MIO,2022,11467,1,Baik,Baik,1628,4,11467,0,rutin
ALL-NEW-AEROX,2019,28613,4,Kritis,Perlu Penggantian,8930,12,7153,2,repair
MIO-M3 125,2020,20877,3,Kritis,Perlu Penyetelan,769,12,6959,0,rutin
FILANO-NEO,2023,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
NMAX-NEO-S,2020,36426,3,Baik,Perlu Penggantian,560,1,12142,3,repair
X-MAX-CONNEC,2019,51084,4,Perlu Ganti,Perlu Penggantian,2855,4,12771,1,repair
MT-15,2023,203,0,Kritis,Baik,170,11,203,0,rutin
XSR 155,2021,21800,2,Baik,Perlu Penyetelan,1717,2,10900,0,rutin
ALL-NEW-AEROX,2019,34231,4,Baik,Perlu Penggantian,1139,4,8557,1,repair
NMAX-NEO-S,2023,0,0,Baik,Baik,0,4,0,0,rutin
MT-15,2021,22251,2,Kritis,Perlu Penyetelan,6962,12,11125,2,repair
MIO,2020,36169,3,Kritis,Perlu Penggantian,206,12,12056,0,rutin
NMAX-NEO-S,2023,0,0,Perlu Ganti,Baik,0,6,0,1,rutin
FAZZIO-NEO-HY,2020,25722,3,Baik,Perlu Penggantian,133,1,8574,1,rutin
NMAX-NEO-S,2023,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
ALL-NEW-NMAX,2021,14655,2,Baik,Baik,1322,3,7327,0,rutin
X-MAX-CONNEC,2020,46893,3,Baik,Perlu Penggantian,1372,1,15631,1,rutin
LEXI,2020,32237,3,Kritis,Perlu Penggantian,3549,10,10745,2,repair
FREE-GO-S,2022,6275,1,Baik,Baik,916,4,6275,0,rutin
X-MAX-CONNEC,2019,64858,4,Perlu Ganti,Perlu Penggantian,1080,7,16214,1,repair
ALL-NEW-NMAX,2018,46758,5,Baik,Perlu Penggantian,329,1,9351,1,rutin
ALL-NEW-AEROX,2023,0,0,Kritis,Baik,0,12,0,0,rutin
MIO,2020,20731,3,Baik,Perlu Penyetelan,491,1,6910,1,repair
FILANO-NEO,2022,10319,1,Kritis,Baik,9653,12,10319,1,rutin
ALL-NEW-NMAX,2022,9427,1,Kritis,Baik,5391,8,9427,1,repair
FREE-GO-S,2019,24638,4,Kritis,Perlu Penggantian,1136,8,6159,2,repair
X-MAX-CONNEC,2018,73014,5,Kritis,Perlu Penggantian,2189,9,14602,2,repair
XSR 155,2022,11579,1,Kritis,Baik,4619,7,11579,2,repair
ALL-NEW-NMAX,2019,33435,4,Perlu Ganti,Perlu Penggantian,1416,6,8358,1,repair
FAZZIO-NEO-HY,2022,6002,1,Perlu Ganti,Baik,414,7,6002,1,repair
MIO,2020,20267,3,Kritis,Perlu Penyetelan,4530,10,6755,1,rutin
MIO,2019,34495,4,Kritis,Perlu Penggantian,8767,12,8623,0,rutin
ALL-NEW-AEROX,2022,12665,1,Perlu Ganti,Baik,2176,4,12665,0,rutin
MIO-M3 125,2023,0,0,Kritis,Baik,0,11,0,0,rutin
ALL-NEW-NMAX,2019,31136,4,Kritis,Perlu Penggantian,662,8,7784,4,repair
MIO,2023,236,0,Perlu Ganti,Baik,51,5,236,0,rutin
NMAX-NEO-S,2021,14652,2,Perlu Ganti,Baik,2231,3,7326,1,repair
MIO-M3 125,2021,12467,2,Baik,Baik,448,2,6233,0,rutin
ALL-NEW-AEROX,2023,0,0,Baik,Baik,0,4,0,0,rutin
LEXI,2018,52343,5,Kritis,Perlu Penggantian,4274,6,10468,3,repair
ALL-NEW-NMAX,2022,4802,1,Perlu Ganti,Baik,2766,5,4802,0,rutin
X-MAX-CONNEC,2023,155,0,Kritis,Baik,38,12,155,1,repair
FREE-GO-S,2020,30627,3,Kritis,Perlu Penggantian,3223,8,10209,0,rutin
ALL-NEW-NMAX,2019,36517,4,Perlu Ganti,Perlu Penggantian,616,6,9129,1,repair
LEXI,2023,0,0,Baik,Baik,0,2,0,0,rutin
XSR 155,2021,21858,2,Kritis,Perlu Penyetelan,8031,10,10929,1,rutin
NMAX-NEO-S,2021,16108,2,Baik,Perlu Penyetelan,648,2,8054,0,rutin
ALL-NEW-NMAX,2021,11483,2,Kritis,Baik,3915,5,5741,0,rutin
FILANO-NEO,2020,29292,3,Perlu Ganti,Perlu Penggantian,1345,5,9764,1,rutin
ALL-NEW-AEROX,2022,7974,1,Kritis,Baik,5459,6,7974,2,repair
XSR 155,2018,33374,5,Perlu Ganti,Perlu Penggantian,1587,5,6674,3,repair
MIO-M3 125,2020,27440,3,Kritis,Perlu Penggantian,8600,12,9146,4,repair
FAZZIO-NEO-HY,2018,47846,5,Kritis,Perlu Penggantian,7995,11,9569,3,repair
X-MAX-CONNEC,2023,47,0,Kritis,Baik,5,12,47,2,repair
ALL-NEW-AEROX,2019,55848,4,Kritis,Perlu Penggantian,4861,8,13962,3,repair
MIO,2022,10689,1,Kritis,Baik,3819,5,10689,0,rutin
XSR 155,2018,41551,5,Kritis,Perlu Penggantian,1327,8,8310,2,repair
