Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun
15-07-2023,FJB/3079/SBY/PL/5567,SBY5902209,MIO,2019,27591,Repair,Baik,Perlu Penggantian,1,524,4,1,6897
15-07-2023,FJB/4281/SBY/PL/9704,SBY7442461,MIO,2018,43036,Repair,Kritis,Perlu Penggantian,9,1244,5,4,8607
15-07-2023,FJB/7422/SBY/PL/4659,SBY5246548,FAZZIO-NEO-HY,2022,4524,Rutin,Baik,Baik,1,1,1,0,4524
15-07-2023,FJB/1571/SBY/PL/7395,SBY9577756,XSR 155,2020,41181,Repair,Kritis,Perlu Penggantian,7,4613,3,3,13727
16-07-2023,FJB/4426/SBY/PL/3299,SBY1322970,LEXI,2023,0,Repair,Kritis,Baik,8,0,0,1,0
16-07-2023,FJB/6905/SBY/PL/1507,SBY5010613,MIO,2022,8612,Kupon Gratis I (DUA),Baik,Baik,1,201,1,0,8612
16-07-2023,FJB/6183/SBY/PL/5610,SBY3333734,NMAX-NEO-S,2019,40770,Repair,Perlu Ganti,Perlu Penggantian,5,2490,4,2,10192
16-07-2023,FJB/2074/SBY/PL/8232,SBY7166771,MIO-M3 125,2022,4721,Rutin,Baik,Baik,4,1112,1,0,4721
17-07-2023,FJB/8639/SBY/PL/4484,SBY5320265,MT-15,2022,13577,Repair,Kritis,Baik,12,8930,1,2,13577
17-07-2023,FJB/7949/SBY/PL/1226,SBY4912431,X-MAX-CONNEC,2023,0,Rutin,Baik,Baik,3,0,0,0,0
17-07-2023,FJB/8868/SBY/PL/2383,SBY7337957,ALL-NEW-AEROX,2018,62668,Repair,Baik,Perlu Penggantian,3,378,5,1,12533
17-07-2023,FJB/4811/SBY/PL/5835,SBY7066394,ALL-NEW-NMAX,2020,31302,Rutin,Perlu Ganti,Perlu Penggantian,6,725,3,0,10434
17-07-2023,FJB/6944/SBY/PL/7883,SBY2337465,XSR 155,2021,22966,Rutin,Baik,Perlu Penyetelan,1,959,2,0,11483
18-07-2023,FJB/6305/SBY/PL/3806,SBY2853337,MIO,2022,5505,Rutin,Baik,Baik,3,715,1,0,5505
18-07-2023,FJB/9195/SBY/PL/2793,SBY5616839,XSR 155,2021,19390,Rutin,Kritis,Perlu Penyetelan,10,3984,2,1,9695
18-07-2023,FJB/3420/SBY/PL/6984,SBY7300538,R15,2020,28621,Rutin,Baik,Perlu Penggantian,1,1790,3,0,9540
18-07-2023,FJB/7693/SBY/PL/9407,SBY2116988,XSR 155,2018,44349,Repair,Kritis,Perlu Penggantian,10,8502,5,3,8869
18-07-2023,FJB/7205/SBY/PL/7183,SBY2456681,NMAX-NEO-S,2018,59927,Repair,Baik,Perlu Penggantian,3,955,5,1,11985
18-07-2023,FJB/7390/SBY/PL/7211,SBY9828975,MIO,2021,16644,Rutin,Perlu Ganti,Perlu Penyetelan,7,2485,2,0,8322
18-07-2023,FJB/5411/SBY/PL/2591,SBY5001539,MIO,2023,0,Kupon Gratis I (DUA),Perlu Ganti,Baik,5,0,0,0,0
19-07-2023,FJB/8994/SBY/PL/9119,SBY9719052,LEXI,2018,47193,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,5,4011,5,4,9438
19-07-2023,FJB/7858/SBY/PL/9823,SBY3448834,LEXI,2019,41324,Repair,Kritis,Perlu Penggantian,10,6162,4,2,10331
19-07-2023,FJB/1058/SBY/PL/7454,SBY3572023,ALL-NEW-NMAX,2022,9262,Rutin,Kritis,Baik,6,4238,1,0,9262
19-07-2023,FJB/5816/SBY/PL/8389,SBY1515186,R15,2018,64804,Kupon Gratis I (DUA),Baik,Perlu Penggantian,3,1771,5,1,12960
19-07-2023,FJB/3580/SBY/PL/3642,SBY1953371,ALL-NEW-AEROX,2018,66617,Repair,Kritis,Perlu Penggantian,6,4762,5,2,13323
19-07-2023,FJB/7204/SBY/PL/2793,SBY8311904,NMAX-NEO-S,2022,12702,Rutin,Baik,Baik,2,1315,1,0,12702
19-07-2023,FJB/7286/SBY/PL/7331,SBY7769820,FREE-GO-S,2021,18569,Rutin,Kritis,Perlu Penyetelan,10,6079,2,1,9284
19-07-2023,FJB/9032/SBY/PL/9774,SBY6991701,ALL-NEW-AEROX,2022,12457,Rutin,Baik,Baik,4,85,1,0,12457
20-07-2023,FJB/5454/SBY/PL/1744,SBY2774417,MIO,2021,22744,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,2,1326,2,0,11372
20-07-2023,FJB/1646/SBY/PL/9110,SBY5873007,X-MAX-CONNEC,2022,7874,Repair,Kritis,Baik,6,4983,1,1,7874
20-07-2023,FJB/9575/SBY/PL/5122,SBY6716694,LEXI,2018,49897,Rutin,Kritis,Perlu Penggantian,8,1024,5,0,9979
20-07-2023,FJB/3791/SBY/PL/9103,SBY6915351,LEXI,2022,4967,Repair,Perlu Ganti,Baik,4,2623,1,1,4967
20-07-2023,FJB/9166/SBY/PL/8486,SBY2005720,FAZZIO-NEO-HY,2018,24880,Rutin,Perlu Ganti,Perlu Penggantian,4,2050,5,0,4976
20-07-2023,FJB/3304/SBY/PL/9339,SBY6764387,MT-15,2018,39545,Repair,Baik,Perlu Penggantian,2,1313,5,2,7909
20-07-2023,FJB/9519/SBY/PL/5056,SBY8698765,ALL-NEW-NMAX,2021,12894,Rutin,Baik,Baik,1,626,2,0,6447
20-07-2023,FJB/6149/SBY/PL/1814,SBY6948673,FAZZIO-NEO-HY,2018,44612,Rutin,Baik,Perlu Penggantian,3,354,5,1,8922
21-07-2023,FJB/6538/SBY/PL/6549,SBY6071037,VIXION,2021,26054,Repair,Kritis,Perlu Penggantian,10,2776,2,4,13027
21-07-2023,FJB/1530/SBY/PL/8743,SBY4138938,FREE-GO-S,2023,360,Kupon Gratis I (DUA),Baik,Baik,4,99,0,0,360
21-07-2023,FJB/2676/SBY/PL/9468,SBY5206111,LEXI,2018,42930,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,11,435,5,2,8586
21-07-2023,FJB/6615/SBY/PL/5603,SBY5102126,MT-15,2023,0,Kupon Gratis I (DUA),Baik,Baik,4,0,0,0,0
21-07-2023,FJB/8372/SBY/PL/2947,SBY4655437,LEXI,2021,17709,Rutin,Perlu Ganti,Perlu Penyetelan,3,2291,2,0,8854
21-07-2023,FJB/6397/SBY/PL/4621,SBY7823047,MIO-M3 125,2020,29352,Kupon Gratis III (TIGA),Baik,Perlu Penggantian,2,434,3,1,9784
21-07-2023,FJB/2311/SBY/PL/6853,SBY8114425,VIXION,2023,0,Rutin,Baik,Baik,3,0,0,0,0
21-07-2023,FJB/3498/SBY/PL/8370,SBY7326341,NMAX-NEO-S,2021,30547,Rutin,Baik,Perlu Penggantian,4,317,2,0,15273
21-07-2023,FJB/4789/SBY/PL/4249,SBY3829755,R15,2022,7353,Kupon Gratis III (TIGA),Perlu Ganti,Baik,6,2450,1,0,7353
21-07-2023,FJB/5108/SBY/PL/3495,SBY8526237,MIO,2021,12958,Rutin,Baik,Baik,2,1279,2,0,6479
21-07-2023,FJB/3378/SBY/PL/9345,SBY2190236,ALL-NEW-NMAX,2018,46210,Repair,Kritis,Perlu Penggantian,5,3256,5,3,9242
21-07-2023,FJB/1797/SBY/PL/4197,SBY7969835,LEXI,2019,33298,Repair,Kritis,Perlu Penggantian,11,5248,4,3,8324
22-07-2023,FJB/4817/SBY/PL/5928,SBY7915681,R15,2018,62321,Kupon Gratis III (TIGA),Perlu Ganti,Perlu Penggantian,6,1781,5,1,12464
22-07-2023,FJB/2565/SBY/PL/2034,SBY2047324,LEXI,2019,19379,Repair,Perlu Ganti,Perlu Penggantian,4,2515,4,3,4844
22-07-2023,FJB/7659/SBY/PL/6510,SBY7168076,FREE-GO-S,2019,32786,Repair,Kritis,Perlu Penggantian,5,3399,4,2,8196
22-07-2023,FJB/2974/SBY/PL/6480,SBY2401948,FAZZIO-NEO-HY,2023,0,Repair,Kritis,Baik,9,0,0,1,0
22-07-2023,FJB/5567/SBY/PL/2412,SBY8592257,ALL-NEW-AEROX,2018,47263,Repair,Kritis,Perlu Penggantian,8,769,5,3,9452
22-07-2023,FJB/7068/SBY/PL/7283,SBY6014020,XSR 155,2018,53485,Repair,Kritis,Perlu Penggantian,9,5033,5,2,10697
22-07-2023,FJB/1454/SBY/PL/4014,SBY6728267,ALL-NEW-AEROX,2021,16056,Kupon Gratis I (DUA),Kritis,Perlu Penyetelan,11,1234,2,2,8028
23-07-2023,FJB/9690/SBY/PL/9283,SBY9813208,MT-15,2023,113,Rutin,Kritis,Baik,8,59,0,1,113
23-07-2023,FJB/6817/SBY/PL/8088,SBY4177972,R15,2019,55477,Rutin,Kritis,Perlu Penggantian,4,3122,4,0,13869
23-07-2023,FJB/1859/SBY/PL/1333,SBY4700507,FAZZIO-NEO-HY,2021,17230,Rutin,Kritis,Perlu Penyetelan,4,3626,2,0,8615
23-07-2023,FJB/3457/SBY/PL/8083,SBY7734883,LEXI,2023,0,Rutin,Kritis,Baik,9,0,0,0,0
23-07-2023,FJB/3446/SBY/PL/6195,SBY2757928,NMAX-NEO-S,2022,11420,Repair,Kritis,Baik,7,4926,1,2,11420
23-07-2023,FJB/1533/SBY/PL/5850,SBY2044137,MIO,2021,23433,Rutin,Baik,Perlu Penyetelan,3,139,2,0,11716
23-07-2023,FJB/7600/SBY/PL/3011,SBY2076319,VIXION,2020,22524,Repair,Kritis,Perlu Penyetelan,8,3851,3,1,7508
24-07-2023,FJB/5351/SBY/PL/8174,SBY5996434,X-MAX-CONNEC,2021,18366,Repair,Kritis,Perlu Penyetelan,7,5268,2,2,9183
24-07-2023,FJB/1844/SBY/PL/2213,SBY2042076,MIO-M3 125,2020,24349,Repair,Kritis,Perlu Penyetelan,6,4874,3,1,8116
24-07-2023,FJB/1681/SBY/PL/3549,SBY5367105,ALL-NEW-AEROX,2018,68684,Repair,Perlu Ganti,Perlu Penggantian,6,2901,5,2,13736
24-07-2023,FJB/9401/SBY/PL/3058,SBY8737610,X-MAX-CONNEC,2022,10921,Rutin,Kritis,Baik,12,4315,1,0,10921
24-07-2023,FJB/5736/SBY/PL/7630,SBY2780040,X-MAX-CONNEC,2023,253,Rutin,Baik,Baik,3,128,0,0,253
24-07-2023,FJB/6317/SBY/PL/9763,SBY5309350,XSR 155,2019,53381,Repair,Kritis,Perlu Penggantian,11,2906,4,4,13345
24-07-2023,FJB/1085/SBY/PL/5829,SBY4797945,FAZZIO-NEO-HY,2023,0,Kupon Gratis III (TIGA),Perlu Ganti,Baik,5,0,0,0,0
24-07-2023,FJB/6305/SBY/PL/2906,SBY7004800,LEXI,2022,10230,Repair,Kritis,Baik,12,3036,1,1,10230
24-07-2023,FJB/2588/SBY/PL/8902,SBY1820094,ALL-NEW-AEROX,2021,17537,Repair,Kritis,Perlu Penyetelan,12,10137,2,2,8768
25-07-2023,FJB/4441/SBY/PL/7193,SBY7379175,MIO,2018,57779,Repair,Kritis,Perlu Penggantian,9,6912,5,4,11555
25-07-2023,FJB/7523/SBY/PL/9952,SBY6537219,MT-15,2018,33773,Repair,Baik,Perlu Penggantian,2,1218,5,2,6754
25-07-2023,FJB/8862/SBY/PL/1670,SBY8039921,XSR 155,2020,23904,Rutin,Kritis,Perlu Penyetelan,11,6502,3,0,7968
25-07-2023,FJB/9264/SBY/PL/8522,SBY9915436,MIO,2023,0,Repair,Kritis,Baik,9,0,0,1,0
25-07-2023,FJB/3770/SBY/PL/7368,SBY8508512,MIO-M3 125,2023,0,Rutin,Baik,Baik,2,0,0,0,0
26-07-2023,FJB/9347/SBY/PL/6020,SBY4447133,MIO,2021,21139,Repair,Kritis,Perlu Penyetelan,7,4780,2,1,10569
26-07-2023,FJB/2438/SBY/PL/9188,SBY7724324,FREE-GO-S,2021,10803,Rutin,Perlu Ganti,Baik,5,711,2,0,5401
26-07-2023,FJB/9719/SBY/PL/2285,SBY1643649,LEXI,2018,52955,Repair,Kritis,Perlu Penggantian,10,5596,5,2,10591
26-07-2023,FJB/4319/SBY/PL/8892,SBY8337254,X-MAX-CONNEC,2023,0,Rutin,Baik,Baik,2,0,0,0,0
26-07-2023,FJB/3174/SBY/PL/1235,SBY5795124,ALL-NEW-NMAX,2021,17838,Repair,Kritis,Perlu Penyetelan,8,1122,2,1,8919
27-07-2023,FJB/6206/SBY/PL/6259,SBY8665467,NMAX-NEO-S,2021,18348,Rutin,Baik,Perlu Penyetelan,1,405,2,0,9174
27-07-2023,FJB/5148/SBY/PL/2207,SBY5615846,FREE-GO-S,2023,483,Rutin,Kritis,Baik,11,201,0,0,483
27-07-2023,FJB/5337/SBY/PL/7007,SBY5842682,MT-15,2021,19284,Rutin,Kritis,Perlu Penyetelan,12,6714,2,1,9642
27-07-2023,FJB/3946/SBY/PL/9875,SBY8148733,MIO,2018,45705,Repair,Kritis,Perlu Penggantian,11,5467,5,3,9141
27-07-2023,FJB/5258/SBY/PL/4167,SBY4319636,FILANO-NEO,2019,38483,Repair,Kritis,Perlu Penggantian,4,3479,4,3,9620
27-07-2023,FJB/7740/SBY/PL/6679,SBY5229014,ALL-NEW-NMAX,2021,15637,Kupon Gratis II (TIGA),Baik,Perlu Penyetelan,1,173,2,0,7818
27-07-2023,FJB/4130/SBY/PL/5224,SBY6980123,NMAX-NEO-S,2019,55995,Repair,Kritis,Perlu Penggantian,7,4962,4,3,13998
27-07-2023,FJB/1944/SBY/PL/6226,SBY4763002,MIO,2019,39441,Repair,Perlu Ganti,Perlu Penggantian,7,1240,4,1,9860
27-07-2023,FJB/4622/SBY/PL/3556,SBY8457809,NMAX-NEO-S,2020,38370,Repair,Kritis,Perlu Penggantian,8,83,3,3,12790
28-07-2023,FJB/3961/SBY/PL/6531,SBY7700967,ALL-NEW-AEROX,2021,24455,Repair,Kritis,Perlu Penyetelan,5,3726,2,2,12227
28-07-2023,FJB/4291/SBY/PL/8343,SBY9973172,FILANO-NEO,2020,17197,Rutin,Kritis,Perlu Penyetelan,8,6137,3,0,5732
28-07-2023,FJB/1392/SBY/PL/6591,SBY8476088,ALL-NEW-NMAX,2021,15585,Repair,Perlu Ganti,Perlu Penyetelan,4,2969,2,2,7792
28-07-2023,FJB/4100/SBY/PL/7738,SBY5111144,MIO-M3 125,2023,0,Repair,Kritis,Baik,11,0,0,1,0
28-07-2023,FJB/4661/SBY/PL/5542,SBY1076319,MT-15,2018,71231,Rutin,Kritis,Perlu Penggantian,8,2484,5,0,14246
28-07-2023,FJB/8793/SBY/PL/2789,SBY1351309,ALL-NEW-NMAX,2021,13771,Repair,Kritis,Baik,9,7348,2,2,6885
28-07-2023,FJB/8723/SBY/PL/3950,SBY4140561,ALL-NEW-NMAX,2021,12828,Rutin,Perlu Ganti,Baik,4,1823,2,0,6414
29-07-2023,FJB/1842/SBY/PL/5363,SBY2184217,FREE-GO-S,2018,41724,Repair,Kritis,Perlu Penggantian,11,8975,5,2,8344
29-07-2023,FJB/9544/SBY/PL/6032,SBY8791207,X-MAX-CONNEC,2023,114,Kupon Gratis II (TIGA),Perlu Ganti,Baik,7,110,0,0,114
29-07-2023,FJB/4591/SBY/PL/3451,SBY4639855,FILANO-NEO,2021,13591,Rutin,Perlu Ganti,Baik,4,2239,2,0,6795
29-07-2023,FJB/1626/SBY/PL/9235,SBY8510725,LEXI,2023,0,Rutin,Baik,Baik,3,0,0,0,0
29-07-2023,FJB/5901/SBY/PL/1515,SBY7990372,FAZZIO-NEO-HY,2023,21,Kupon Gratis I (DUA),Baik,Baik,2,7,0,0,21
29-07-2023,FJB/4746/SBY/PL/2531,SBY3329273,MIO,2018,28511,Repair,Perlu Ganti,Perlu Penggantian,6,2169,5,3,5702
30-07-2023,FJB/8449/SBY/PL/5002,SBY2438672,FILANO-NEO,2022,9657,Rutin,Kritis,Baik,9,2393,1,0,9657
30-07-2023,FJB/3542/SBY/PL/9320,SBY3355638,FAZZIO-NEO-HY,2022,7743,Rutin,Kritis,Baik,12,2344,1,0,7743
30-07-2023,FJB/7714/SBY/PL/4837,SBY3324956,ALL-NEW-AEROX,2018,65560,Repair,Kritis,Perlu Penggantian,10,2105,5,2,13112
30-07-2023,FJB/4888/SBY/PL/5931,SBY9984523,NMAX-NEO-S,2018,66961,Repair,Baik,Perlu Penggantian,3,1269,5,1,13392
30-07-2023,FJB/3961/SBY/PL/5841,SBY9577491,FREE-GO-S,2021,10273,Repair,Kritis,Baik,7,3996,2,1,5136
30-07-2023,FJB/7256/SBY/PL/8281,SBY9240926,LEXI,2020,28981,Rutin,Baik,Perlu Penggantian,2,1615,3,1,9660
30-07-2023,FJB/7191/SBY/PL/4410,SBY6553932,ALL-NEW-NMAX,2018,53228,Rutin,Perlu Ganti,Perlu Penggantian,7,2014,5,0,10645
31-07-2023,FJB/4678/SBY/PL/5619,SBY6655142,X-MAX-CONNEC,2019,37095,Repair,Kritis,Perlu Penggantian,9,4049,4,2,9273
31-07-2023,FJB/7986/SBY/PL/4398,SBY4322437,ALL-NEW-AEROX,2023,0,Repair,Kritis,Baik,11,0,0,1,0
31-07-2023,FJB/6305/SBY/PL/1808,SBY5984573,MIO,2018,47225,Repair,Perlu Ganti,Perlu Penggantian,7,2461,5,4,9445
31-07-2023,FJB/9489/SBY/PL/4038,SBY6616769,NMAX-NEO-S,2021,21860,Repair,Kritis,Perlu Penyetelan,11,8068,2,2,10930
31-07-2023,FJB/4102/SBY/PL/6336,SBY8642252,XSR 155,2021,18170,Repair,Kritis,Perlu Penyetelan,7,4542,2,2,9085
31-07-2023,FJB/9399/SBY/PL/3223,SBY6891131,ALL-NEW-NMAX,2020,17458,Rutin,Baik,Perlu Penyetelan,1,357,3,0,5819
31-07-2023,FJB/7201/SBY/PL/1920,SBY3929185,FREE-GO-S,2020,16850,Kupon Gratis III (TIGA),Kritis,Perlu Penyetelan,12,9410,3,1,5616
31-07-2023,FJB/5546/SBY/PL/5503,SBY5556201,FREE-GO-S,2018,34380,Repair,Perlu Ganti,Perlu Penggantian,6,1466,5,1,6876
01-08-2023,FJB/2693/SBY/PL/5937,SBY2233218,MIO-M3 125,2022,8494,Rutin,Baik,Baik,1,355,1,0,8494
01-08-2023,FJB/2397/SBY/PL/4139,SBY1852055,NMAX-NEO-S,2019,55257,Repair,Kritis,Perlu Penggantian,12,9652,4,2,13814
01-08-2023,FJB/3722/SBY/PL/1250,SBY3843412,FREE-GO-S,2021,13873,Rutin,Perlu Ganti,Baik,7,1860,2,0,6936
02-08-2023,FJB/3071/SBY/PL/3547,SBY5979847,MIO,2019,39029,Repair,Kritis,Perlu Penggantian,5,4225,4,4,9757
02-08-2023,FJB/4633/SBY/PL/3477,SBY2081746,MIO,2023,0,Kupon Gratis I (DUA),Kritis,Baik,11,0,0,1,0
02-08-2023,FJB/6464/SBY/PL/9008,SBY7577674,MIO,2019,26900,Rutin,Kritis,Perlu Penggantian,10,8396,4,0,6725
03-08-2023,FJB/7652/SBY/PL/1589,SBY2798936,FILANO-NEO,2022,5630,Repair,Kritis,Baik,7,3768,1,2,5630
03-08-2023,FJB/5037/SBY/PL/7591,SBY8592150,X-MAX-CONNEC,2020,46021,Repair,Kritis,Perlu Penggantian,9,87,3,3,15340
03-08-2023,FJB/8330/SBY/PL/2557,SBY5884718,NMAX-NEO-S,2022,15185,Repair,Kritis,Perlu Penyetelan,5,4575,1,2,15185
03-08-2023,FJB/1227/SBY/PL/9537,SBY8189800,NMAX-NEO-S,2022,13866,Rutin,Baik,Baik,2,438,1,0,13866
03-08-2023,FJB/6436/SBY/PL/5097,SBY5013696,MIO,2019,34151,Kupon Gratis I (DUA),Baik,Perlu Penggantian,3,86,4,1,8537
03-08-2023,FJB/5480/SBY/PL/4677,SBY8071004,NMAX-NEO-S,2019,31031,Kupon Gratis III (TIGA),Kritis,Perlu Penggantian,9,1141,4,3,7757
03-08-2023,FJB/3656/SBY/PL/1833,SBY9320589,ALL-NEW-AEROX,2022,9060,Kupon Gratis II (TIGA),Kritis,Baik,8,7239,1,2,9060
03-08-2023,FJB/5194/SBY/PL/6229,SBY9931279,X-MAX-CONNEC,2020,38797,Repair,Kritis,Perlu Penggantian,9,2482,3,4,12932
03-08-2023,FJB/6177/SBY/PL/7317,SBY3159818,MIO,2020,37307,Repair,Kritis,Perlu Penggantian,7,4521,3,2,12435
04-08-2023,FJB/3024/SBY/PL/4644,SBY2988362,ALL-NEW-AEROX,2021,29669,Repair,Kritis,Perlu Penggantian,10,4170,2,4,14834
04-08-2023,FJB/7361/SBY/PL/7979,SBY6655470,ALL-NEW-NMAX,2022,6872,Repair,Kritis,Baik,10,3717,1,1,6872
04-08-2023,FJB/6164/SBY/PL/1936,SBY9339956,MIO,2021,16804,Rutin,Kritis,Perlu Penyetelan,9,4524,2,1,8402
04-08-2023,FJB/8474/SBY/PL/7765,SBY2269751,FAZZIO-NEO-HY,2020,23700,Repair,Kritis,Perlu Penyetelan,11,2662,3,3,7900
04-08-2023,FJB/6917/SBY/PL/3542,SBY3210863,MT-15,2018,42763,Repair,Kritis,Perlu Penggantian,10,2515,5,3,8552
05-08-2023,FJB/9984/SBY/PL/5008,SBY3073929,FAZZIO-NEO-HY,2020,14713,Rutin,Kritis,Perlu Penyetelan,6,3683,3,0,4904
05-08-2023,FJB/2519/SBY/PL/9570,SBY8445171,FAZZIO-NEO-HY,2018,33209,Repair,Kritis,Perlu Penggantian,9,2422,5,4,6641
05-08-2023,FJB/8516/SBY/PL/4355,SBY8679062,NMAX-NEO-S,2021,24488,Repair,Kritis,Perlu Penyetelan,9,3323,2,1,12244
05-08-2023,FJB/1208/SBY/PL/1256,SBY7599416,XSR 155,2022,8957,Rutin,Kritis,Baik,6,4594,1,0,8957
05-08-2023,FJB/3676/SBY/PL/8810,SBY4873130,ALL-NEW-AEROX,2019,53197,Repair,Kritis,Perlu Penggantian,12,1499,4,3,13299
06-08-2023,FJB/7867/SBY/PL/2827,SBY3755937,ALL-NEW-AEROX,2018,66333,Rutin,Kritis,Perlu Penggantian,12,3687,5,0,13266
06-08-2023,FJB/6596/SBY/PL/1425,SBY1787145,NMAX-NEO-S,2021,29644,Rutin,Baik,Perlu Penggantian,3,1423,2,0,14822
06-08-2023,FJB/9951/SBY/PL/7377,SBY1499332,FREE-GO-S,2020,16952,Rutin,Baik,Perlu Penyetelan,4,297,3,0,5650
06-08-2023,FJB/7529/SBY/PL/7739,SBY5934588,LEXI,2019,20870,Repair,Baik,Perlu Penggantian,3,285,4,2,5217
06-08-2023,FJB/6305/SBY/PL/2845,SBY4815828,NMAX-NEO-S,2019,30041,Repair,Kritis,Perlu Penggantian,8,2758,4,2,7510
06-08-2023,FJB/9879/SBY/PL/8309,SBY6189368,NMAX-NEO-S,2018,58613,Rutin,Kritis,Perlu Penggantian,5,3584,5,0,11722
06-08-2023,FJB/1658/SBY/PL/7848,SBY4955991,FILANO-NEO,2023,333,Repair,Kritis,Baik,10,165,0,1,333
07-08-2023,FJB/5634/SBY/PL/2221,SBY5396203,LEXI,2021,17130,Rutin,Perlu Ganti,Perlu Penyetelan,5,2384,2,1,8565
07-08-2023,FJB/9969/SBY/PL/9716,SBY9731992,MIO,2023,0,Repair,Kritis,Baik,10,0,0,1,0
07-08-2023,FJB/2995/SBY/PL/2628,SBY1085118,LEXI,2022,8461,Repair,Kritis,Baik,11,5299,1,2,8461
07-08-2023,FJB/2047/SBY/PL/3811,SBY4774832,NMAX-NEO-S,2019,41405,Repair,Kritis,Perlu Penggantian,10,3422,4,3,10351
07-08-2023,FJB/4268/SBY/PL/3943,SBY5210719,FILANO-NEO,2020,26513,Rutin,Kritis,Perlu Penggantian,9,7454,3,0,8837
07-08-2023,FJB/8589/SBY/PL/9950,SBY2973198,MIO,2022,6860,Rutin,Kritis,Baik,9,3753,1,0,6860
07-08-2023,FJB/4010/SBY/PL/7304,SBY1921029,NMAX-NEO-S,2020,36305,Repair,Kritis,Perlu Penggantian,9,7274,3,3,12101
07-08-2023,FJB/4170/SBY/PL/2129,SBY4618600,ALL-NEW-NMAX,2023,0,Rutin,Perlu Ganti,Baik,5,0,0,0,0
07-08-2023,FJB/3548/SBY/PL/9695,SBY4091578,R15,2023,0,Repair,Kritis,Baik,8,0,0,1,0
07-08-2023,FJB/7820/SBY/PL/9003,SBY1512499,ALL-NEW-NMAX,2018,33718,Repair,Kritis,Perlu Penggantian,8,6860,5,4,6743
08-08-2023,FJB/4651/SBY/PL/4992,SBY3006797,MT-15,2022,10371,Repair,Perlu Ganti,Baik,7,1348,1,1,10371
08-08-2023,FJB/8839/SBY/PL/7722,SBY2032865,MIO-M3 125,2021,18930,Rutin,Baik,Perlu Penyetelan,1,359,2,0,9465
08-08-2023,FJB/5358/SBY/PL/7810,SBY2341589,NMAX-NEO-S,2018,59771,Repair,Kritis,Perlu Penggantian,8,979,5,2,11954
08-08-2023,FJB/9099/SBY/PL/1602,SBY4851850,LEXI,2022,7268,Repair,Kritis,Baik,8,5977,1,1,7268
09-08-2023,FJB/6736/SBY/PL/7668,SBY1304484,LEXI,2018,46763,Repair,Baik,Perlu Penggantian,2,709,5,2,9352
09-08-2023,FJB/9791/SBY/PL/6011,SBY9283793,ALL-NEW-AEROX,2018,46985,Repair,Baik,Perlu Penggantian,1,385,5,2,9397
09-08-2023,FJB/4031/SBY/PL/4325,SBY5245040,ALL-NEW-AEROX,2021,17984,Rutin,Baik,Perlu Penyetelan,2,919,2,0,8992
09-08-2023,FJB/4748/SBY/PL/6589,SBY6050363,LEXI,2020,19194,Repair,Kritis,Perlu Penyetelan,8,5859,3,3,6398
09-08-2023,FJB/4990/SBY/PL/6565,SBY8800748,LEXI,2021,19544,Kupon Gratis II (TIGA),Baik,Perlu Penyetelan,2,388,2,0,9772
09-08-2023,FJB/9051/SBY/PL/3946,SBY9914697,MT-15,2020,41887,Repair,Kritis,Perlu Penggantian,11,7529,3,2,13962
09-08-2023,FJB/9768/SBY/PL/9570,SBY1837812,X-MAX-CONNEC,2019,40054,Kupon Gratis I (DUA),Baik,Perlu Penggantian,3,1750,4,1,10013
10-08-2023,FJB/2650/SBY/PL/3657,SBY6575921,FREE-GO-S,2020,28535,Repair,Kritis,Perlu Penggantian,11,4447,3,2,9511
10-08-2023,FJB/4622/SBY/PL/5083,SBY6666635,ALL-NEW-AEROX,2023,245,Repair,Kritis,Baik,11,169,0,1,245
10-08-2023,FJB/4714/SBY/PL/2912,SBY8385197,LEXI,2018,44669,Repair,Kritis,Perlu Penggantian,7,4093,5,3,8933
10-08-2023,FJB/8779/SBY/PL/6392,SBY4683755,ALL-NEW-NMAX,2023,0,Rutin,Kritis,Baik,10,0,0,0,0
10-08-2023,FJB/3958/SBY/PL/5803,SBY9744978,XSR 155,2018,56809,Repair,Perlu Ganti,Perlu Penggantian,7,2664,5,4,11361
10-08-2023,FJB/4293/SBY/PL/8056,SBY6886196,ALL-NEW-AEROX,2023,0,Rutin,Baik,Baik,3,0,0,0,0
10-08-2023,FJB/8405/SBY/PL/7186,SBY9480607,ALL-NEW-NMAX,2021,12142,Rutin,Perlu Ganti,Baik,5,1125,2,0,6071
10-08-2023,FJB/9902/SBY/PL/5422,SBY5854973,LEXI,2018,27337,Rutin,Perlu Ganti,Perlu Penggantian,7,2624,5,0,5467
10-08-2023,FJB/2051/SBY/PL/6490,SBY7331459,MIO-M3 125,2019,33252,Repair,Baik,Perlu Penggantian,3,668,4,2,8313
11-08-2023,FJB/4089/SBY/PL/6433,SBY6323765,MIO,2018,55675,Repair,Kritis,Perlu Penggantian,6,3239,5,2,11135
11-08-2023,FJB/7302/SBY/PL/3995,SBY5142630,NMAX-NEO-S,2023,0,Repair,Kritis,Baik,12,0,0,1,0
